EEID,First Name,Last Name,Gender,Age,Job Title,Department,Business Unit,Ethnicity,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E01712,James,Singh,Male,45,Director,Marketing,Corporate,Asian,12/03/2008,"$186,138 ",28% ,China,Chongqing,
E00184,Kayden,Ortega,Male,58,Analyst,Accounting,Manufacturing,Latino,19/04/2010,"$56,350 ",0% ,Brazil,Rio de Janerio,
E02706,Lucy,Figueroa,Female,45,Sr. Manger,Finance,Research & Development,Latino,10/01/2016,"$149,761 ",12% ,United States,Columbus,
E02899,Joshua,Cortez,Male,44,Sr. Manger,Finance,Corporate,Latino,11/08/2007,"$126,277 ",13% ,Brazil,Manaus,
E02478,Alexander,Morris,Male,33,Manager,Sales,Speciality Products,Caucasian,21/06/2013,"$119,631 ",6% ,United States,Phoenix,
E04170,Grayson,Chin,Male,26,Vice President,IT,Research & Development,Asian,09/05/2020,"$256,561 ",39% ,United States,Austin,
E00929,Allison,Espinoza,Female,45,Solutions Architect,IT,Speciality Products,Latino,16/04/2020,"$66,958 ",0% ,United States,Miami,
E00530,Naomi,Chu,Female,46,Sr. Manger,Sales,Manufacturing,Asian,29/02/2004,"$158,897 ",10% ,China,Chongqing,
E03824,Jameson,Martin,Male,37,Technical Architect,IT,Corporate,Caucasian,15/02/2008,"$71,695 ",0% ,United States,Phoenix,
E02492,Sebastian,Gupta,Male,40,Sr. Analyst,Marketing,Corporate,Asian,22/09/2014,"$73,779 ",0% ,China,Chongqing,09/05/2019
E01733,Eloise,Pham,Female,45,Manager,Sales,Speciality Products,Asian,20/10/2011,"$123,640 ",7% ,China,Shanghai,
E02857,Valentina,Davis,Female,33,Analyst,Sales,Speciality Products,Caucasian,13/04/2014,"$46,878 ",0% ,United States,Miami,
E04938,Brooklyn,Daniels,Female,64,Analyst,Marketing,Speciality Products,Caucasian,10/02/2003,"$57,032 ",0% ,United States,Miami,
E04952,Paisley,Gomez,Female,57,Sr. Analyst,Sales,Manufacturing,Latino,02/10/2007,"$98,150 ",0% ,Brazil,Rio de Janerio,
E02420,Madison,Li,Female,35,Director,Marketing,Manufacturing,Asian,06/03/2017,"$171,426 ",15% ,China,Beijing,22/09/2017
E01639,Everleigh,Simmons,Female,55,Analyst,Finance,Manufacturing,Caucasian,16/04/2021,"$48,266 ",0% ,United States,Chicago,
E03947,Logan,Soto,Male,36,Vice President,Finance,Research & Development,Latino,18/08/2018,"$223,404 ",32% ,United States,Columbus,
E04535,Charlotte,Vo,Female,57,System Administrator ,IT,Speciality Products,Asian,10/01/2014,"$74,854 ",0% ,United States,Seattle,
E00380,Alice,Thompson,Female,48,Vice President,Accounting,Speciality Products,Caucasian,25/04/2007,"$217,783 ",36% ,United States,Seattle,
E01432,Peyton,Garza,Female,53,Systems Analyst,IT,Manufacturing,Latino,15/08/2004,"$44,735 ",0% ,Brazil,Manaus,
E02628,Nora,Nelson,Female,41,Analyst II,Finance,Manufacturing,Caucasian,09/01/2007,"$50,685 ",0% ,United States,Columbus,
E03578,Maverick,Li,Male,34,Analyst II,Sales,Research & Development,Asian,10/03/2018,"$58,993 ",0% ,United States,Austin,
E03563,Ian,Barnes,Male,47,Operations Engineer,Engineering,Corporate,Caucasian,08/06/2020,"$115,765 ",0% ,United States,Miami,02/02/2021
E02781,Athena,Vu,Female,63,Director,Accounting,Manufacturing,Asian,06/03/2007,"$193,044 ",15% ,United States,Miami,
E04739,Ruby,Washington,Female,65,Analyst,Marketing,Research & Development,Black,17/06/2011,"$56,686 ",0% ,United States,Seattle,09/06/2015
E02665,Bella,Butler,Female,33,Sr. Manger,Finance,Manufacturing,Black,25/10/2019,"$131,652 ",11% ,United States,Seattle,
E04132,Kinsley,Henry,Female,45,Director,Marketing,Manufacturing,Black,29/02/2008,"$150,577 ",25% ,United States,Miami,
E00276,Kennedy,Romero,Female,37,Engineering Manager,Engineering,Research & Development,Latino,27/12/2018,"$87,359 ",11% ,Brazil,Rio de Janerio,
E04277,Zoe,Do,Female,60,Analyst II,Sales,Speciality Products,Asian,08/01/2014,"$51,877 ",0% ,China,Beijing,
E03890,Everett,Khan,Male,43,Solutions Architect,IT,Manufacturing,Asian,18/01/2017,"$86,417 ",0% ,United States,Chicago,
E02012,Anna,Han,Female,65,System Administrator ,IT,Research & Development,Asian,08/05/2003,"$96,548 ",0% ,United States,Austin,
E02881,Leilani,Sharma,Female,43,Sr. Analyst,Accounting,Manufacturing,Asian,23/01/2014,"$92,940 ",0% ,China,Chengdu,
E03750,Jordan,Cho,Male,28,Analyst II,Accounting,Speciality Products,Asian,24/08/2018,"$61,410 ",0% ,United States,Phoenix,
E00605,Nova,Williams,Female,61,Manager,Finance,Speciality Products,Black,25/04/2010,"$110,302 ",6% ,United States,Miami,
E04641,Scarlett,Hill,Female,45,Director,Engineering,Speciality Products,Black,22/04/2018,"$187,205 ",24% ,United States,Columbus,20/06/2022
E01019,Dominic,Scott,Male,45,Sr. Analyst,Sales,Corporate,Caucasian,16/03/2011,"$81,687 ",0% ,United States,Phoenix,
E01519,Anthony,Marquez,Male,54,Vice President,IT,Speciality Products,Latino,15/08/2009,"$241,083 ",39% ,United States,Columbus,
E03694,Elena,Patterson,Female,38,Vice President,Finance,Speciality Products,Black,09/11/2018,"$223,805 ",36% ,United States,Chicago,
E01123,Madison,Nelson,Female,27,Director,Accounting,Corporate,Caucasian,16/07/2021,"$161,759 ",16% ,United States,Miami,
E01366,William,Walker,Male,40,Computer Systems Manager,IT,Research & Development,Black,24/02/2019,"$95,899 ",10% ,United States,Columbus,08/03/2021
E04005,Lincoln,Wong,Male,49,Sr. Analyst,Finance,Corporate,Asian,07/06/2019,"$80,700 ",0% ,United States,Columbus,
E02770,James,Huang,Male,54,Manager,Human Resources,Speciality Products,Asian,11/03/1997,"$128,136 ",5% ,China,Beijing,
E04018,Emery,Ford,Female,39,Analyst II,Marketing,Corporate,Caucasian,18/04/2017,"$58,745 ",0% ,United States,Austin,
E01591,Paisley,Trinh,Female,57,Technical Architect,IT,Corporate,Asian,04/05/1992,"$76,202 ",0% ,United States,Austin,18/12/1994
E04940,Hudson,Williams,Male,36,Vice President,Sales,Speciality Products,Black,19/03/2018,"$195,200 ",36% ,United States,Austin,
E03465,Harper,Phan,Female,45,Analyst II,Finance,Manufacturing,Asian,07/12/2016,"$71,454 ",0% ,China,Shanghai,
E03870,Madeline,Allen,Female,30,Cloud Infrastructure Architect,IT,Manufacturing,Caucasian,03/02/2020,"$94,652 ",0% ,United States,Seattle,
E01927,Charles,Moore,Male,34,Technical Architect,IT,Manufacturing,Black,16/02/2016,"$63,411 ",0% ,United States,Miami,
E03064,Lincoln,Fong,Male,31,Analyst II,Sales,Speciality Products,Asian,17/02/2020,"$67,171 ",0% ,China,Chongqing,01/05/2021
E01883,Isla,Guzman,Female,28,Sr. Manger,Accounting,Speciality Products,Latino,06/07/2019,"$152,036 ",15% ,Brazil,Rio de Janerio,
E03984,Hailey,Foster,Female,55,Controls Engineer,Engineering,Manufacturing,Black,21/03/2021,"$95,562 ",0% ,United States,Chicago,
E00446,Hudson,Hill,Male,30,Sr. Analyst,Sales,Research & Development,Caucasian,04/11/2019,"$96,092 ",0% ,United States,Austin,
E02825,Wyatt,Li,Male,63,Vice President,Engineering,Manufacturing,Asian,03/06/2013,"$254,289 ",39% ,United States,Chicago,
E04174,Maverick,Henry,Male,26,Computer Systems Manager,IT,Research & Development,Caucasian,10/07/2019,"$69,110 ",5% ,United States,Chicago,
E01899,Xavier,Jackson,Male,52,Vice President,Marketing,Speciality Products,Caucasian,11/06/2002,"$236,314 ",34% ,United States,Miami,
E02562,Christian,Medina,Male,51,Analyst,Marketing,Corporate,Latino,19/06/2007,"$45,206 ",0% ,United States,Columbus,
E01006,Autumn,Leung,Female,25,Vice President,Finance,Research & Development,Asian,15/11/2021,"$210,708 ",33% ,United States,Chicago,
E02903,Robert,Vazquez,Male,40,System Administrator ,IT,Corporate,Latino,26/09/2021,"$87,770 ",0% ,United States,Austin,
E03642,Aria,Roberts,Female,38,Manager,Accounting,Corporate,Caucasian,12/08/2015,"$106,858 ",5% ,United States,Seattle,
E02884,Axel,Johnson,Male,60,Director,Human Resources,Corporate,Caucasian,14/04/2015,"$155,788 ",17% ,United States,Seattle,
E00701,Madeline,Garcia,Female,45,Sr. Business Partner,Human Resources,Speciality Products,Latino,26/04/2019,"$74,891 ",0% ,Brazil,Rio de Janerio,
E04720,Christopher,Chung,Male,28,Controls Engineer,Engineering,Corporate,Asian,18/12/2021,"$95,670 ",0% ,United States,Phoenix,
E01985,Eliana,Turner,Female,65,Account Representative,Sales,Research & Development,Black,29/09/2000,"$67,837 ",0% ,United States,Austin,
E03273,Daniel,Shah,Male,41,Analyst II,Sales,Research & Development,Asian,04/06/2010,"$72,425 ",0% ,China,Beijing,
E02415,Penelope,Gonzalez,Female,52,Sr. Analyst,Sales,Corporate,Latino,16/10/1994,"$93,103 ",0% ,United States,Phoenix,
E02877,Mila,Allen,Female,56,Controls Engineer,Engineering,Corporate,Caucasian,14/10/2015,"$76,272 ",0% ,United States,Miami,22/10/2021
E00091,Emilia,Chu,Female,48,Analyst II,Finance,Manufacturing,Asian,24/06/2003,"$55,760 ",0% ,United States,Austin,
E02563,Emily,Clark,Female,36,Vice President,Accounting,Corporate,Caucasian,13/01/2020,"$253,294 ",40% ,United States,Miami,
E04221,Roman,King,Male,60,Analyst II,Finance,Corporate,Caucasian,16/08/2007,"$58,671 ",0% ,United States,Columbus,
E04887,Emery,Do,Female,40,Account Representative,Sales,Research & Development,Asian,16/03/2018,"$55,457 ",0% ,United States,Columbus,
E03170,Autumn,Thao,Female,63,Account Representative,Sales,Manufacturing,Asian,26/09/2017,"$72,340 ",0% ,United States,Phoenix,03/04/2019
E01636,Naomi,Coleman,Female,29,Manager,Marketing,Corporate,Caucasian,02/11/2016,"$122,054 ",6% ,United States,Phoenix,
E01387,Cora,Zheng,Female,27,Director,IT,Manufacturing,Asian,03/01/2018,"$167,100 ",20% ,China,Chengdu,
E01363,Ayla,Daniels,Female,53,Technical Architect,IT,Corporate,Caucasian,23/04/1997,"$78,153 ",0% ,United States,Miami,
E02249,Allison,Daniels,Female,37,Manager,Finance,Manufacturing,Caucasian,14/04/2020,"$103,524 ",9% ,United States,Phoenix,
E02987,Mateo,Harris,Male,30,Manager,IT,Corporate,Caucasian,05/08/2017,"$119,906 ",5% ,United States,Columbus,
E03655,Samantha,Rogers,Female,28,Analyst,Marketing,Speciality Products,Caucasian,17/01/2020,"$45,061 ",0% ,United States,Miami,
E04048,Julian,Lee,Male,51,IT Systems Architect,IT,Corporate,Asian,17/01/2003,"$91,399 ",0% ,United States,Seattle,
E03626,Nicholas,Avila,Male,28,Enterprise Architect,IT,Research & Development,Latino,28/09/2017,"$97,336 ",0% ,United States,Austin,
E03694,Hailey,Watson,Female,31,Sr. Manger,Accounting,Corporate,Black,20/01/2017,"$124,629 ",10% ,United States,Columbus,
E02920,Willow,Woods,Female,28,Vice President,Human Resources,Speciality Products,Caucasian,25/07/2021,"$231,850 ",39% ,United States,Miami,
E03220,Alexander,Gonzales,Male,34,Manager,Accounting,Research & Development,Latino,04/06/2018,"$128,329 ",8% ,United States,Phoenix,
E01347,Aiden,Gonzales,Male,44,Vice President,Marketing,Speciality Products,Latino,28/03/2021,"$186,033 ",34% ,Brazil,Sao Paulo,
E03968,Joshua,Chin,Male,60,Sr. Manger,Marketing,Manufacturing,Asian,26/07/2021,"$121,480 ",14% ,United States,Phoenix,
E04299,Paisley,Hall,Female,41,Director,Human Resources,Speciality Products,Caucasian,21/05/2010,"$153,275 ",24% ,United States,Columbus,
E01150,Allison,Leung,Female,62,Sr. Analyst,Sales,Research & Development,Asian,18/05/2020,"$97,830 ",0% ,United States,Austin,
E03774,Hannah,Mejia,Female,47,Vice President,Marketing,Corporate,Latino,13/03/1999,"$239,394 ",32% ,United States,Austin,
E01638,Elizabeth,Huang,Female,62,Analyst,Finance,Speciality Products,Asian,20/09/2002,"$49,738 ",0% ,China,Beijing,
E01877,Abigail,Garza,Female,33,Analyst,Accounting,Manufacturing,Latino,27/05/2018,"$45,049 ",0% ,United States,Seattle,
E01193,Raelynn,Lu,Female,27,Director,Finance,Research & Development,Asian,26/05/2020,"$153,628 ",29% ,China,Chongqing,12/12/2020
E01789,Charles,Luu,Male,25,Sr. Manger,Sales,Manufacturing,Asian,15/06/2021,"$142,731 ",11% ,China,Shanghai,03/06/2022
E01422,Lydia,Espinoza,Female,29,Sr. Manger,Marketing,Speciality Products,Latino,15/05/2020,"$137,106 ",12% ,Brazil,Sao Paulo,
E00440,Adeline,Thao,Female,54,Vice President,Finance,Corporate,Asian,05/09/2007,"$183,239 ",32% ,United States,Seattle,
E00145,Kinsley,Dixon,Female,28,Analyst,Accounting,Manufacturing,Caucasian,25/05/2019,"$45,819 ",0% ,United States,Miami,
E04150,Natalia,Vu,Female,54,Analyst,Accounting,Research & Development,Asian,29/12/2006,"$55,518 ",0% ,United States,Columbus,
E02846,Julia,Mai,Female,50,Manager,Marketing,Manufacturing,Asian,11/03/2012,"$108,134 ",10% ,China,Shanghai,
E04247,Camila,Evans,Female,55,Manager,Marketing,Research & Development,Black,20/12/1992,"$113,950 ",9% ,United States,Miami,
E02613,Everly,Lai,Female,52,Vice President,Marketing,Speciality Products,Asian,01/04/1998,"$182,035 ",30% ,United States,Chicago,
E03349,Adam,He,Male,35,Director,Accounting,Speciality Products,Asian,16/08/2017,"$181,356 ",23% ,China,Beijing,
E03648,Vivian,Hunter,Female,26,Account Representative,Sales,Corporate,Black,21/08/2019,"$66,084 ",0% ,United States,Seattle,
E02192,Lucy,Avila,Female,43,Solutions Architect,IT,Speciality Products,Latino,22/04/2010,"$76,912 ",0% ,Brazil,Sao Paulo,
E03981,Eliana,Li,Female,63,Test Engineer,Engineering,Research & Development,Asian,07/05/2018,"$67,987 ",0% ,United States,Miami,
E03262,Logan,Mitchell,Male,65,Analyst II,Marketing,Manufacturing,Caucasian,20/08/2005,"$59,833 ",0% ,United States,Columbus,
E02716,Dominic,Dinh,Male,45,Sr. Manger,Marketing,Speciality Products,Asian,11/04/2005,"$128,468 ",11% ,United States,Chicago,
E00245,Lucas,Daniels,Male,42,Manager,Sales,Corporate,Black,29/05/2011,"$102,440 ",6% ,United States,Chicago,
E04123,Andrew,Holmes,Male,59,Vice President,IT,Speciality Products,Black,30/12/2010,"$246,619 ",36% ,United States,Miami,
E03471,Julia,Sandoval,Female,42,Manager,Human Resources,Corporate,Latino,19/11/2017,"$101,143 ",6% ,United States,Miami,
E00717,Kennedy,Vargas,Female,45,Business Partner,Human Resources,Manufacturing,Latino,14/10/2005,"$51,404 ",0% ,Brazil,Manaus,06/12/2009
E01966,Thomas,Williams,Male,45,Field Engineer,Engineering,Speciality Products,Caucasian,21/11/2015,"$87,292 ",0% ,United States,Columbus,
E03683,Raelynn,Hong,Female,28,Director,Marketing,Speciality Products,Asian,11/12/2019,"$182,321 ",28% ,China,Beijing,
E03694,Eli,Reed,Male,51,Systems Analyst,IT,Corporate,Caucasian,27/02/2014,"$53,929 ",0% ,United States,Miami,22/12/2017
E04766,Lyla,Yoon,Female,38,Vice President,Accounting,Manufacturing,Asian,13/12/2012,"$191,571 ",32% ,United States,Austin,
E01465,Hannah,White,Female,62,Sr. Manger,Accounting,Corporate,Caucasian,30/01/2009,"$150,555 ",13% ,United States,Phoenix,
E00206,Theodore,Xi,Male,52,Manager,Finance,Corporate,Asian,05/10/2009,"$122,890 ",7% ,China,Shanghai,
E04088,Ezra,Liang,Male,52,Vice President,Finance,Research & Development,Asian,26/05/1997,"$216,999 ",37% ,United States,Miami,
E02066,Grayson,Yee,Male,48,Manager,Human Resources,Corporate,Asian,16/07/2015,"$110,565 ",9% ,China,Beijing,
E03227,Eli,Richardson,Male,38,IT Coordinator,IT,Speciality Products,Caucasian,19/04/2015,"$48,762 ",0% ,United States,Seattle,
E03364,Audrey,Lee,Female,51,Development Engineer,Engineering,Speciality Products,Asian,11/02/2017,"$87,036 ",0% ,China,Chongqing,
E00607,Jameson,Allen,Male,32,Director,Marketing,Speciality Products,Caucasian,28/11/2016,"$177,443 ",16% ,United States,Seattle,
E02258,Eliza,Chen,Female,36,Enterprise Architect,IT,Research & Development,Asian,29/04/2016,"$75,862 ",0% ,United States,Austin,
E03681,Lyla,Chen,Female,45,Sr. Business Partner,Human Resources,Research & Development,Asian,26/04/2019,"$90,870 ",0% ,United States,Chicago,
E02298,Emily,Doan,Female,32,Engineering Manager,Engineering,Corporate,Asian,04/12/2014,"$99,202 ",11% ,United States,Phoenix,
E02984,Jack,Mai,Male,45,Sr. Analyst,Marketing,Corporate,Asian,22/09/2007,"$92,293 ",0% ,China,Chengdu,
E02440,Grayson,Turner,Male,54,Solutions Architect,IT,Corporate,Caucasian,30/06/1992,"$63,196 ",0% ,United States,Chicago,26/10/2014
E04699,Ivy,Tang,Female,48,Development Engineer,Engineering,Speciality Products,Asian,03/05/2012,"$65,340 ",0% ,China,Shanghai,09/05/2018
E03579,Robert,Zhang,Male,45,Vice President,Marketing,Corporate,Asian,24/09/2015,"$202,680 ",32% ,United States,Phoenix,17/08/2022
E01649,Eva,Alvarado,Female,46,Computer Systems Manager,IT,Manufacturing,Latino,24/04/2017,"$77,461 ",9% ,Brazil,Sao Paulo,
E04969,Abigail,Vang,Female,40,Operations Engineer,Engineering,Research & Development,Asian,09/09/2016,"$109,680 ",0% ,China,Chengdu,
E00170,Claire,Adams,Female,61,Director,Sales,Manufacturing,Black,19/08/1997,"$159,567 ",28% ,United States,Phoenix,
E00955,Theodore,Marquez,Male,54,Development Engineer,Engineering,Speciality Products,Latino,24/11/2012,"$94,407 ",0% ,Brazil,Sao Paulo,
E00810,Hunter,Nunez,Male,62,Vice President,Human Resources,Corporate,Latino,16/08/2002,"$234,594 ",33% ,United States,Seattle,
E02798,Charles,Henderson,Male,48,Systems Analyst,IT,Speciality Products,Caucasian,11/02/2002,"$43,080 ",0% ,United States,Austin,
E04542,Camila,Cortez,Female,29,Manager,Marketing,Manufacturing,Latino,09/05/2021,"$129,541 ",8% ,United States,Phoenix,24/05/2021
E02818,Aaron,Garza,Male,39,Director,Sales,Research & Development,Latino,27/12/2013,"$165,756 ",28% ,United States,Columbus,09/06/2020
E02907,Jose,Singh,Male,44,Sr. Manger,Finance,Speciality Products,Asian,06/04/2010,"$142,878 ",12% ,United States,Columbus,
E00023,Gabriel,Joseph,Male,52,Director,Engineering,Manufacturing,Caucasian,28/10/2006,"$187,992 ",28% ,United States,Miami,
E02391,Natalia,Santos,Female,45,Vice President,Human Resources,Speciality Products,Latino,25/02/2019,"$249,801 ",39% ,Brazil,Sao Paulo,
E01429,Dylan,Wilson,Male,48,Network Administrator,IT,Research & Development,Caucasian,27/09/2006,"$76,505 ",0% ,United States,Seattle,08/04/2007
E00494,Robert,Alvarez,Male,39,Service Desk Analyst,IT,Corporate,Latino,21/10/2016,"$84,297 ",0% ,Brazil,Manaus,
E00634,Samantha,Chavez,Female,53,Sr. Analyst,Sales,Speciality Products,Latino,09/01/2017,"$75,769 ",0% ,Brazil,Manaus,17/07/2020
E01249,Samuel,Bailey,Male,41,Vice President,Accounting,Speciality Products,Caucasian,17/08/2013,"$235,619 ",30% ,United States,Seattle,
E04683,Ezekiel,Delgado,Male,40,Director,Engineering,Speciality Products,Latino,07/02/2020,"$187,187 ",18% ,Brazil,Manaus,
E04732,Benjamin,Ramirez,Male,48,Network Engineer,IT,Research & Development,Latino,27/07/2005,"$68,987 ",0% ,United States,Chicago,22/04/2006
E03834,Anthony,Carter,Male,41,Director,Engineering,Speciality Products,Caucasian,15/03/2007,"$155,926 ",24% ,United States,Columbus,30/05/2008
E02923,Ethan,Tang,Male,54,Sr. Analyst,Accounting,Speciality Products,Asian,04/05/2016,"$93,668 ",0% ,United States,Chicago,
E02642,Sebastian,Rogers,Male,38,HRIS Analyst,Human Resources,Research & Development,Caucasian,29/11/2019,"$69,647 ",0% ,United States,Miami,20/04/2022
E00981,Miles,Thao,Male,57,System Administrator ,IT,Corporate,Asian,26/06/2003,"$63,318 ",0% ,United States,Columbus,
E04157,William,Cao,Male,63,Sr. Analyst,Marketing,Manufacturing,Asian,12/02/2017,"$77,629 ",0% ,China,Beijing,
E03528,Leo,Hsu,Male,62,Sr. Manger,Human Resources,Manufacturing,Asian,22/11/2017,"$138,808 ",15% ,China,Chongqing,
E04547,Avery,Grant,Female,49,Enterprise Architect,IT,Research & Development,Caucasian,05/03/2014,"$88,777 ",0% ,United States,Chicago,
E04415,Penelope,Fong,Female,60,Director,Accounting,Corporate,Asian,14/05/2004,"$186,378 ",26% ,China,Chongqing,
E04484,Vivian,Thao,Female,45,Quality Engineer,Engineering,Research & Development,Asian,23/04/2015,"$60,017 ",0% ,United States,Chicago,
E02800,Eva,Estrada,Female,45,Sr. Manger,Sales,Speciality Products,Latino,24/07/2018,"$148,991 ",12% ,Brazil,Sao Paulo,
E04926,Emma,Luna,Female,52,Field Engineer,Engineering,Speciality Products,Latino,25/03/2008,"$97,398 ",0% ,Brazil,Manaus,
E01268,Charlotte,Wu,Female,63,Sr. Business Partner,Human Resources,Manufacturing,Asian,02/05/2007,"$72,805 ",0% ,China,Shanghai,
E04853,Vivian,Chu,Female,46,Sr. Account Representative,Sales,Research & Development,Asian,17/01/2021,"$72,131 ",0% ,China,Shanghai,
E01209,Jayden,Williams,Male,64,Manager,Human Resources,Manufacturing,Caucasian,26/12/1992,"$104,668 ",8% ,United States,Columbus,
E02024,Amelia,Bell,Female,53,Sr. Analyst,Sales,Manufacturing,Caucasian,05/08/2017,"$89,769 ",0% ,United States,Seattle,
E02427,Addison,Mehta,Female,27,Manager,Sales,Corporate,Asian,15/09/2018,"$127,616 ",7% ,United States,Columbus,
E00276,Alexander,Jackson,Male,45,Manager,Human Resources,Corporate,Caucasian,09/07/2012,"$109,883 ",7% ,United States,Columbus,
E00951,Everly,Lin,Female,25,Business Partner,Human Resources,Manufacturing,Asian,15/03/2021,"$47,974 ",0% ,China,Chongqing,
E03248,Lyla,Stewart,Female,43,Sr. Manger,IT,Speciality Products,Caucasian,27/03/2015,"$120,321 ",12% ,United States,Austin,
E04444,Brooklyn,Ruiz,Female,61,IT Coordinator,IT,Manufacturing,Latino,10/08/2014,"$57,446 ",0% ,United States,Phoenix,
E02307,Skylar,Evans,Female,42,Director,Accounting,Research & Development,Caucasian,04/06/2009,"$174,099 ",26% ,United States,Austin,
E02375,Lincoln,Huynh,Male,63,Sr. Manger,Finance,Manufacturing,Asian,08/02/2002,"$128,703 ",13% ,United States,Austin,
E02276,Hazel,Griffin,Female,32,Field Engineer,Engineering,Corporate,Caucasian,09/11/2015,"$65,247 ",0% ,United States,Phoenix,
E02649,Charles,Gonzalez,Male,27,Quality Engineer,Engineering,Research & Development,Latino,28/09/2018,"$64,247 ",0% ,Brazil,Rio de Janerio,
E00503,Leah,Patterson,Female,33,Manager,Human Resources,Research & Development,Caucasian,11/06/2012,"$118,253 ",8% ,United States,Austin,
E01706,Avery,Sun,Female,45,Operations Engineer,Engineering,Manufacturing,Asian,11/03/2004,"$109,422 ",0% ,China,Chongqing,
E00676,Isaac,Yoon,Male,41,Manager,Human Resources,Corporate,Asian,06/02/2019,"$126,950 ",10% ,United States,Chicago,
E02005,Isabella,Bui,Female,36,Enterprise Architect,IT,Manufacturing,Asian,21/11/2014,"$97,500 ",0% ,United States,Miami,
E01895,Gabriel,Zhou,Male,25,IT Coordinator,IT,Manufacturing,Asian,17/01/2021,"$41,844 ",0% ,China,Chongqing,
E01396,Jack,Vu,Male,43,Analyst II,Accounting,Research & Development,Asian,10/02/2014,"$58,875 ",0% ,China,Chengdu,
E00749,Valentina,Moua,Female,37,Account Representative,Sales,Manufacturing,Asian,10/11/2015,"$64,204 ",0% ,United States,Columbus,20/04/2021
E01941,Quinn,Trinh,Female,42,Analyst II,Sales,Corporate,Asian,09/05/2010,"$67,743 ",0% ,China,Beijing,25/12/2014
E01413,Caroline,Nelson,Female,60,Sr. Account Representative,Sales,Speciality Products,Black,30/07/1997,"$71,677 ",0% ,United States,Columbus,
E03928,Miles,Dang,Male,61,IT Coordinator,IT,Speciality Products,Asian,24/09/2000,"$40,063 ",0% ,United States,Miami,
E04109,Leah,Bryant,Female,55,IT Coordinator,IT,Manufacturing,Caucasian,30/04/2004,"$40,124 ",0% ,United States,Austin,
E03994,Henry,Jung,Male,57,Automation Engineer,Engineering,Manufacturing,Asian,26/02/2018,"$103,183 ",0% ,United States,Austin,09/07/2021
E00639,Benjamin,Mai,Male,54,System Administrator ,IT,Corporate,Asian,15/06/1998,"$95,239 ",0% ,United States,Phoenix,
E00608,Anna,Han,Female,29,Development Engineer,Engineering,Manufacturing,Asian,09/11/2019,"$75,012 ",0% ,United States,Chicago,
E04189,Ariana,Kim,Female,33,Network Architect,IT,Manufacturing,Asian,29/06/2014,"$96,366 ",0% ,China,Chengdu,
E02732,Alice,Tran,Female,39,Analyst,Marketing,Corporate,Asian,29/07/2014,"$40,897 ",0% ,United States,Seattle,
E00324,Hailey,Song,Female,37,Manager,Finance,Research & Development,Asian,23/08/2016,"$124,928 ",6% ,China,Chongqing,
E00518,Lydia,Morales,Female,51,Manager,Finance,Speciality Products,Latino,14/06/2013,"$108,221 ",5% ,Brazil,Manaus,
E01286,Liam,Sanders,Male,46,Sr. Business Partner,Human Resources,Corporate,Caucasian,20/02/2007,"$75,579 ",0% ,United States,Seattle,
E04564,Luke,Sanchez,Male,41,Sr. Manger,Human Resources,Manufacturing,Latino,27/12/2015,"$129,903 ",13% ,Brazil,Sao Paulo,
E02033,Grace,Sun,Female,25,Director,Finance,Research & Development,Asian,17/04/2021,"$186,870 ",20% ,China,Shanghai,
E00412,Ezra,Banks,Male,37,Analyst II,Sales,Research & Development,Caucasian,23/04/2010,"$57,531 ",0% ,United States,Chicago,
E01844,Jayden,Kang,Male,46,Analyst,Finance,Research & Development,Asian,24/04/2011,"$55,894 ",0% ,United States,Seattle,
E00667,Skylar,Shah,Female,42,Field Engineer,Engineering,Manufacturing,Asian,27/04/2012,"$72,903 ",0% ,United States,Phoenix,
E02639,Sebastian,Le,Male,37,Analyst,Finance,Corporate,Asian,09/11/2015,"$45,369 ",0% ,China,Beijing,
E00287,Luca,Nelson,Male,60,Manager,Finance,Speciality Products,Caucasian,15/06/2010,"$106,578 ",9% ,United States,Miami,
E02235,Riley,Ramirez,Female,52,Sr. Business Partner,Human Resources,Research & Development,Latino,13/09/1999,"$92,994 ",0% ,United States,Chicago,
E02720,Jaxon,Fong,Male,59,Sr. Analyst,Sales,Speciality Products,Asian,13/03/1997,"$83,685 ",0% ,China,Beijing,
E03583,Kayden,Jordan,Male,48,Cloud Infrastructure Architect,IT,Research & Development,Caucasian,14/09/2010,"$99,335 ",0% ,United States,Phoenix,
E01188,Alexander,James,Male,42,Sr. Manger,Human Resources,Manufacturing,Caucasian,18/04/2013,"$131,179 ",15% ,United States,Columbus,
E02428,Connor,Luu,Male,35,Computer Systems Manager,IT,Speciality Products,Asian,03/05/2016,"$73,899 ",5% ,China,Chengdu,
E03289,Christopher,Lam,Male,64,Vice President,Accounting,Manufacturing,Asian,29/03/2013,"$252,325 ",40% ,United States,Columbus,
E01947,Sophie,Owens,Female,30,Analyst II,Finance,Research & Development,Caucasian,05/03/2015,"$52,697 ",0% ,United States,Seattle,
E02024,Addison,Perez,Female,29,Operations Engineer,Engineering,Speciality Products,Latino,25/09/2020,"$123,588 ",0% ,Brazil,Sao Paulo,
E04249,Hadley,Dang,Female,47,Vice President,Accounting,Corporate,Asian,26/12/2021,"$243,568 ",33% ,United States,Austin,
